County,PD,Year,Sworn Full Time,Sworn Part Time,Sworn Total,Civilian Full Time,Civilian Part Time,Civilian Total,Full Time Total,Part Time Total,Grand Total
Cattaraugus,Allegany Vg PD,2013,2,10,12,0,1,1,2,11,13
Cattaraugus,Allegany Vg PD,2014,2,10,12,0,1,1,2,11,13
Cattaraugus,Allegany Vg PD,2015,2,11,13,1,0,1,3,11,14
Cattaraugus,Allegany Vg PD,2016,2,13,15,1,0,1,3,13,16
Cattaraugus,Allegany Vg PD,2017,1,15,16,0,0,0,1,15,16
Cattaraugus,Ellicottville Town PD,2007,3,6,9,0,1,1,3,7,10
Cattaraugus,Ellicottville Town PD,2008,2,6,8,0,0,0,2,6,8
Cattaraugus,Ellicottville Town PD,2009,2,5,7,0,0,0,2,5,7
Cattaraugus,Ellicottville Town PD,2010,2,6,8,0,0,0,2,6,8
Cattaraugus,Ellicottville Town PD,2011,2,7,9,0,0,0,2,7,9
Cattaraugus,Ellicottville Town PD,2012,3,12,15,0,0,0,3,12,15
Cattaraugus,Ellicottville Town PD,2013,3,13,16,0,0,0,3,13,16
Cattaraugus,Ellicottville Town PD,2014,4,11,15,0,1,1,4,12,16
Cattaraugus,Ellicottville Town PD,2015,4,12,16,0,1,1,4,13,17
Cattaraugus,Ellicottville Town PD,2016,3,12,15,0,2,2,3,14,17
Cattaraugus,Ellicottville Town PD,2017,3,13,16,0,2,2,3,15,18
Cattaraugus,Franklinville Vg PD,2007,2,7,9,0,1,1,2,8,10
Cattaraugus,Franklinville Vg PD,2008,2,10,12,0,1,1,2,11,13
Cattaraugus,Franklinville Vg PD,2009,2,10,12,0,1,1,2,11,13
Cattaraugus,Franklinville Vg PD,2010,2,10,12,0,1,1,2,11,13
Cattaraugus,Franklinville Vg PD,2011,2,10,12,0,1,1,2,11,13
Cattaraugus,Franklinville Vg PD,2012,2,9,11,0,1,1,2,10,12
Cattaraugus,Franklinville Vg PD,2013,2,8,10,0,1,1,2,9,11
Cattaraugus,Franklinville Vg PD,2014,2,6,8,0,2,2,2,8,10
Cattaraugus,Franklinville Vg PD,2015,2,6,8,0,2,2,2,8,10
Cattaraugus,Franklinville Vg PD,2016,2,7,9,0,1,1,2,8,10
Cattaraugus,Franklinville Vg PD,2017,0,0,0,0,0,0,0,0,0
Cattaraugus,Cattaraugus Vg PD,2007,0,3,3,0,0,0,0,3,3
Cattaraugus,Cattaraugus Vg PD,2008,0,5,5,0,0,0,0,5,5
Cattaraugus,Cattaraugus Vg PD,2009,0,3,3,0,0,0,0,3,3
Cattaraugus,Cattaraugus Vg PD,2010,0,5,5,0,0,0,0,5,5
Cattaraugus,Cattaraugus Vg PD,2011,0,4,4,0,0,0,0,4,4
Cattaraugus,Cattaraugus Vg PD,2012,0,6,6,0,0,0,0,6,6
Cattaraugus,Cattaraugus Vg PD,2013,0,7,7,0,0,0,0,7,7
Cattaraugus,Cattaraugus Vg PD,2014,0,6,6,0,0,0,0,6,6
Cattaraugus,Cattaraugus Vg PD,2015,0,4,4,0,0,0,0,4,4
Cattaraugus,Cattaraugus Vg PD,2016,0,2,2,0,0,0,0,2,2
Cattaraugus,Cattaraugus Vg PD,2017,0,0,0,0,0,0,0,0,0
Cattaraugus,Portville Vg PD,2007,1,5,6,0,1,1,1,6,7
Cattaraugus,Portville Vg PD,2008,0,0,0,0,0,0,0,0,0
Cattaraugus,Portville Vg PD,2009,0,8,8,0,0,0,0,8,8
Cattaraugus,Portville Vg PD,2010,0,6,6,0,0,0,0,6,6
Cattaraugus,Portville Vg PD,2011,0,8,8,0,0,0,0,8,8
Cattaraugus,Portville Vg PD,2012,0,7,7,0,0,0,0,7,7
Cattaraugus,Portville Vg PD,2013,0,11,11,0,0,0,0,11,11
Cattaraugus,Portville Vg PD,2014,0,8,8,0,0,0,0,8,8
Cattaraugus,Portville Vg PD,2015,0,0,0,0,0,0,0,0,0
Cattaraugus,Portville Vg PD,2016,0,7,7,0,0,0,0,7,7
Cattaraugus,Portville Vg PD,2017,0,7,7,0,0,0,0,7,7
Cattaraugus,Salamanca City PD,2007,0,0,0,0,0,0,0,0,0
Cattaraugus,Salamanca City PD,2008,0,0,0,0,0,0,0,0,0
Cattaraugus,Salamanca City PD,2009,0,0,0,0,0,0,0,0,0
Cattaraugus,Salamanca City PD,2010,15,0,15,0,0,0,15,0,15
Cattaraugus,Salamanca City PD,2011,15,3,18,0,0,0,15,3,18
Cattaraugus,Salamanca City PD,2012,16,4,20,0,0,0,16,4,20
Cattaraugus,Salamanca City PD,2013,0,0,0,0,0,0,0,0,0
Cattaraugus,Salamanca City PD,2014,13,3,16,0,2,2,13,5,18
Cattaraugus,Salamanca City PD,2015,17,3,20,0,2,2,17,5,22
Cattaraugus,Salamanca City PD,2016,17,6,23,0,2,2,17,8,25
Cattaraugus,Salamanca City PD,2017,17,7,24,0,2,2,17,9,26
Cayuga,Cayuga County Sheriff,2007,41,0,41,7,1,8,48,1,49
Cayuga,Cayuga County Sheriff,2008,37,0,37,4,0,4,41,0,41
Cayuga,Cayuga County Sheriff,2009,37,0,37,6,0,6,43,0,43
Cayuga,Cayuga County Sheriff,2010,36,0,36,9,0,9,45,0,45
Cayuga,Cayuga County Sheriff,2011,39,0,39,4,0,4,43,0,43
Cayuga,Cayuga County Sheriff,2012,39,0,39,4,0,4,43,0,43
Cayuga,Cayuga County Sheriff,2013,39,0,39,4,0,4,43,0,43
Cayuga,Cayuga County Sheriff,2014,35,0,35,4,0,4,39,0,39
Cayuga,Cayuga County Sheriff,2015,35,0,35,4,0,4,39,0,39
Cayuga,Cayuga County Sheriff,2016,33,0,33,4,0,4,37,0,37
Cayuga,Cayuga County Sheriff,2017,32,0,32,4,0,4,36,0,36
Cayuga,Auburn City PD,2007,69,0,69,8,3,11,77,3,80
Cayuga,Auburn City PD,2008,70,0,70,8,9,17,78,9,87
Cayuga,Auburn City PD,2009,69,0,69,8,3,11,77,3,80
Cayuga,Auburn City PD,2010,68,0,68,8,3,11,76,3,79
Cayuga,Auburn City PD,2011,68,0,68,6,8,14,74,8,82
Cayuga,Auburn City PD,2012,62,0,62,5,2,7,67,2,69
Cayuga,Auburn City PD,2013,66,0,66,5,10,15,71,10,81
Cayuga,Auburn City PD,2014,67,0,67,4,22,26,71,22,93
Cayuga,Auburn City PD,2015,66,0,66,5,21,26,71,21,92
Cayuga,Auburn City PD,2016,66,0,66,5,13,18,71,13,84
Cayuga,Auburn City PD,2017,66,0,66,6,18,24,72,18,90
Cayuga,Weedsport Vg PD,2007,0,5,5,0,0,0,0,5,5
Cayuga,Weedsport Vg PD,2008,0,6,6,0,0,0,0,6,6
Cayuga,Weedsport Vg PD,2009,0,5,5,0,0,0,0,5,5
Cayuga,Weedsport Vg PD,2010,0,8,8,0,0,0,0,8,8
Cayuga,Weedsport Vg PD,2011,0,8,8,0,0,0,0,8,8
Cayuga,Weedsport Vg PD,2012,0,0,0,0,0,0,0,0,0
Cayuga,Weedsport Vg PD,2013,0,0,0,0,0,0,0,0,0
Cayuga,Weedsport Vg PD,2014,0,8,8,0,0,0,0,8,8
Cayuga,Weedsport Vg PD,2015,0,8,8,0,0,0,0,8,8
Cayuga,Weedsport Vg PD,2016,0,8,8,0,0,0,0,8,8
Cayuga,Weedsport Vg PD,2017,0,9,9,0,0,0,0,9,9
Cayuga,Port Byron Vg PD,2007,0,6,6,0,0,0,0,6,6
Cayuga,Port Byron Vg PD,2008,0,6,6,0,0,0,0,6,6
Cayuga,Port Byron Vg PD,2009,0,7,7,0,0,0,0,7,7
Cayuga,Port Byron Vg PD,2010,0,7,7,0,0,0,0,7,7
Cayuga,Port Byron Vg PD,2011,0,6,6,0,0,0,0,6,6
Cayuga,Port Byron Vg PD,2012,0,7,7,0,0,0,0,7,7
Cayuga,Port Byron Vg PD,2013,0,7,7,0,0,0,0,7,7
Cayuga,Port Byron Vg PD,2014,0,5,5,0,0,0,0,5,5
Cayuga,Port Byron Vg PD,2015,0,6,6,0,0,0,0,6,6
Cayuga,Port Byron Vg PD,2016,0,6,6,0,0,0,0,6,6
Cayuga,Port Byron Vg PD,2017,0,7,7,0,0,0,0,7,7
Cayuga,Moravia Vg PD,2007,0,9,9,0,0,0,0,9,9
Cayuga,Moravia Vg PD,2008,0,9,9,0,0,0,0,9,9
Cayuga,Moravia Vg PD,2009,0,7,7,0,0,0,0,7,7
Cayuga,Moravia Vg PD,2010,0,7,7,0,0,0,0,7,7
Cayuga,Moravia Vg PD,2011,0,10,10,0,0,0,0,10,10
Cayuga,Moravia Vg PD,2012,0,10,10,0,0,0,0,10,10
Cayuga,Moravia Vg PD,2013,0,9,9,0,0,0,0,9,9
Cayuga,Moravia Vg PD,2014,0,11,11,0,0,0,0,11,11
Cayuga,Moravia Vg PD,2015,0,12,12,0,0,0,0,12,12
Cayuga,Moravia Vg PD,2016,0,10,10,0,0,0,0,10,10
Cayuga,Moravia Vg PD,2017,0,7,7,0,0,0,0,7,7
Chautauqua,Chautauqua County Sheriff,2007,77,25,102,45,25,70,122,50,172
Chautauqua,Chautauqua County Sheriff,2008,73,49,122,44,28,72,117,77,194
Chautauqua,Chautauqua County Sheriff,2009,72,35,107,44,28,72,116,63,179
Chautauqua,Chautauqua County Sheriff,2010,69,22,91,38,17,55,107,39,146
Chautauqua,Chautauqua County Sheriff,2011,61,22,83,46,17,63,107,39,146
Chautauqua,Chautauqua County Sheriff,2012,57,6,63,43,22,65,100,28,128
Chautauqua,Chautauqua County Sheriff,2013,60,7,67,47,19,66,107,26,133
Chautauqua,Chautauqua County Sheriff,2014,61,6,67,46,25,71,107,31,138
Chautauqua,Chautauqua County Sheriff,2015,62,6,68,48,22,70,110,28,138
Chautauqua,Chautauqua County Sheriff,2016,61,7,68,50,20,70,111,27,138
Chautauqua,Chautauqua County Sheriff,2017,70,42,112,40,19,59,110,61,171
Chautauqua,Dunkirk City PD,2007,36,0,36,1,16,17,37,16,53
Chautauqua,Dunkirk City PD,2008,35,0,35,1,11,12,36,11,47
Chautauqua,Dunkirk City PD,2009,36,0,36,1,11,12,37,11,48
Chautauqua,Dunkirk City PD,2010,37,0,37,1,0,1,38,0,38
Chautauqua,Dunkirk City PD,2011,35,0,35,1,0,1,36,0,36
Chautauqua,Dunkirk City PD,2012,37,0,37,1,11,12,38,11,49
Chautauqua,Dunkirk City PD,2013,37,0,37,1,11,12,38,11,49
Chautauqua,Dunkirk City PD,2014,37,0,37,1,12,13,38,12,50
Chautauqua,Dunkirk City PD,2015,37,0,37,1,11,12,38,11,49
Chautauqua,Dunkirk City PD,2016,37,0,37,1,11,12,38,11,49
Chautauqua,Dunkirk City PD,2017,33,0,33,1,3,4,34,3,37
Chautauqua,Jamestown City PD,2007,62,0,62,12,14,26,74,14,88
Chautauqua,Jamestown City PD,2008,62,0,62,11,18,29,73,18,91
Chautauqua,Jamestown City PD,2009,60,0,60,9,14,23,69,14,83
Chautauqua,Jamestown City PD,2010,60,0,60,10,23,33,70,23,93
Chautauqua,Jamestown City PD,2011,60,0,60,10,25,35,70,25,95
Chautauqua,Jamestown City PD,2012,60,0,60,11,21,32,71,21,92
Chautauqua,Jamestown City PD,2013,60,0,60,10,22,32,70,22,92
Chautauqua,Jamestown City PD,2014,60,0,60,10,22,32,70,22,92
Chautauqua,Jamestown City PD,2015,61,0,61,9,21,30,70,21,91
Chautauqua,Jamestown City PD,2016,59,0,59,9,17,26,68,17,85
Chautauqua,Jamestown City PD,2017,62,0,62,10,16,26,72,16,88
Chautauqua,Lakewood-Busti PD,2007,9,7,16,0,2,2,9,9,18
Chautauqua,Lakewood-Busti PD,2008,9,8,17,1,1,2,10,9,19
Chautauqua,Lakewood-Busti PD,2009,9,8,17,1,1,2,10,9,19
Chautauqua,Lakewood-Busti PD,2010,9,8,17,1,1,2,10,9,19
Chautauqua,Lakewood-Busti PD,2011,9,10,19,1,1,2,10,11,21
Chautauqua,Lakewood-Busti PD,2012,9,10,19,1,1,2,10,11,21
Chautauqua,Lakewood-Busti PD,2013,9,10,19,1,1,2,10,11,21
Chautauqua,Lakewood-Busti PD,2014,9,10,19,1,1,2,10,11,21
Chautauqua,Lakewood-Busti PD,2015,9,11,20,1,1,2,10,12,22
Chautauqua,Lakewood-Busti PD,2016,12,6,18,1,1,2,13,7,20
Chautauqua,Lakewood-Busti PD,2017,10,7,17,1,1,2,11,8,19
Chautauqua,Silver Creek Vg PD,2007,5,3,8,1,2,3,6,5,11
Chautauqua,Silver Creek Vg PD,2008,5,3,8,1,1,2,6,4,10
Chautauqua,Silver Creek Vg PD,2009,5,2,7,0,1,1,5,3,8
Chautauqua,Silver Creek Vg PD,2010,5,3,8,0,1,1,5,4,9
Chautauqua,Silver Creek Vg PD,2011,5,3,8,0,1,1,5,4,9
Chautauqua,Silver Creek Vg PD,2012,5,3,8,0,1,1,5,4,9
Chautauqua,Silver Creek Vg PD,2013,0,0,0,0,0,0,0,0,0
Chautauqua,Silver Creek Vg PD,2014,0,0,0,0,0,0,0,0,0
Chautauqua,Silver Creek Vg PD,2015,0,0,0,0,0,0,0,0,0
Chautauqua,Silver Creek Vg PD,2016,0,0,0,0,0,0,0,0,0
Chautauqua,Silver Creek Vg PD,2017,0,0,0,0,0,0,0,0,0
Chautauqua,Fredonia Vg PD,2007,15,6,21,4,0,4,19,6,25
Chautauqua,Fredonia Vg PD,2008,14,3,17,4,0,4,18,3,21
Chautauqua,Fredonia Vg PD,2009,0,0,0,0,0,0,0,0,0
Chautauqua,Fredonia Vg PD,2010,14,6,20,4,0,4,18,6,24
Chautauqua,Fredonia Vg PD,2011,15,5,20,4,0,4,19,5,24
Chautauqua,Fredonia Vg PD,2012,14,5,19,4,0,4,18,5,23
Chautauqua,Fredonia Vg PD,2013,14,6,20,4,0,4,18,6,24
Chautauqua,Fredonia Vg PD,2014,13,6,19,4,0,4,17,6,23
Chautauqua,Fredonia Vg PD,2015,0,0,0,0,0,0,0,0,0
Chautauqua,Fredonia Vg PD,2016,14,6,20,4,0,4,18,6,24
Chautauqua,Fredonia Vg PD,2017,14,6,20,4,0,4,18,6,24
Chautauqua,Westfield Vg PD,2007,5,7,12,0,2,2,5,9,14
Chautauqua,Westfield Vg PD,2008,5,6,11,0,2,2,5,8,13
Chautauqua,Westfield Vg PD,2009,5,6,11,0,2,2,5,8,13
Chautauqua,Westfield Vg PD,2010,5,6,11,0,2,2,5,8,13
Chautauqua,Westfield Vg PD,2011,5,6,11,0,2,2,5,8,13
Chautauqua,Westfield Vg PD,2012,5,6,11,0,2,2,5,8,13
Chautauqua,Westfield Vg PD,2013,5,6,11,0,2,2,5,8,13
Chautauqua,Westfield Vg PD,2014,5,6,11,0,2,2,5,8,13
Chautauqua,Westfield Vg PD,2015,5,6,11,0,2,2,5,8,13
Chautauqua,Westfield Vg PD,2016,5,7,12,0,2,2,5,9,14
Chautauqua,Westfield Vg PD,2017,4,7,11,0,2,2,4,9,13
Chautauqua,Carroll Town PD,2007,0,5,5,0,2,2,0,7,7
Chautauqua,Carroll Town PD,2008,0,4,4,0,1,1,0,5,5
Chautauqua,Carroll Town PD,2009,0,4,4,0,1,1,0,5,5
Chautauqua,Carroll Town PD,2010,0,4,4,0,1,1,0,5,5
Chautauqua,Carroll Town PD,2011,0,4,4,0,1,1,0,5,5
Chautauqua,Carroll Town PD,2012,0,5,5,0,0,0,0,5,5
Chautauqua,Carroll Town PD,2013,0,3,3,0,0,0,0,3,3
Chautauqua,Carroll Town PD,2014,0,3,3,0,0,0,0,3,3
Chautauqua,Carroll Town PD,2015,0,3,3,0,0,0,0,3,3
Chautauqua,Carroll Town PD,2016,0,4,4,0,0,0,0,4,4
Chautauqua,Carroll Town PD,2017,0,3,3,0,0,0,0,3,3
Chautauqua,Ellicott Town PD,2007,12,6,18,1,0,1,13,6,19
Chautauqua,Ellicott Town PD,2008,12,5,17,1,1,2,13,6,19
Chautauqua,Ellicott Town PD,2009,12,5,17,1,1,2,13,6,19
Chautauqua,Ellicott Town PD,2010,12,6,18,1,1,2,13,7,20
Chautauqua,Ellicott Town PD,2011,12,7,19,1,1,2,13,8,21
Chautauqua,Ellicott Town PD,2012,12,10,22,0,1,1,12,11,23
Chautauqua,Ellicott Town PD,2013,20,9,29,0,0,0,20,9,29
Chautauqua,Ellicott Town PD,2014,12,8,20,0,0,0,12,8,20
Chautauqua,Ellicott Town PD,2015,12,10,22,0,0,0,12,10,22
Chautauqua,Ellicott Town PD,2016,12,8,20,0,0,0,12,8,20
Chautauqua,Ellicott Town PD,2017,12,8,20,0,0,0,12,8,20
Chautauqua,SUNY Police - Fredonia,2007,15,0,15,1,0,1,16,0,16
Chautauqua,SUNY Police - Fredonia,2008,15,0,15,1,0,1,16,0,16
Chautauqua,SUNY Police - Fredonia,2009,15,0,15,1,0,1,16,0,16
Chautauqua,SUNY Police - Fredonia,2010,15,0,15,1,0,1,16,0,16
Chautauqua,SUNY Police - Fredonia,2011,15,0,15,1,0,1,16,0,16
Chautauqua,SUNY Police - Fredonia,2012,16,0,16,1,0,1,17,0,17
Chautauqua,SUNY Police - Fredonia,2013,15,0,15,1,0,1,16,0,16
Chautauqua,SUNY Police - Fredonia,2014,13,0,13,1,0,1,14,0,14
Chautauqua,SUNY Police - Fredonia,2015,15,0,15,1,0,1,16,0,16
Chautauqua,SUNY Police - Fredonia,2016,15,0,15,1,0,1,16,0,16
Chautauqua,SUNY Police - Fredonia,2017,15,0,15,1,0,1,16,0,16
Chemung,Chemung County Sheriff,2007,37,0,37,6,0,6,43,0,43
Chemung,Chemung County Sheriff,2008,43,0,43,7,0,7,50,0,50
Chemung,Chemung County Sheriff,2009,43,0,43,9,9,18,52,9,61
Chemung,Chemung County Sheriff,2010,44,0,44,9,9,18,53,9,62
Chemung,Chemung County Sheriff,2011,44,0,44,5,1,6,49,1,50
Chemung,Chemung County Sheriff,2012,45,0,45,4,2,6,49,2,51
Chemung,Chemung County Sheriff,2013,43,2,45,4,3,7,47,5,52
Chemung,Chemung County Sheriff,2014,43,3,46,4,3,7,47,6,53
Chemung,Chemung County Sheriff,2015,42,5,47,5,1,6,47,6,53
Chemung,Chemung County Sheriff,2016,44,0,44,5,1,6,49,1,50
Chemung,Chemung County Sheriff,2017,43,0,43,5,1,6,48,1,49
Chemung,Elmira City PD,2007,78,0,78,13,4,17,91,4,95
Chemung,Elmira City PD,2008,79,2,81,10,4,14,89,6,95
Chemung,Elmira City PD,2009,76,2,78,11,4,15,87,6,93
Chemung,Elmira City PD,2010,77,0,77,12,4,16,89,4,93
Chemung,Elmira City PD,2011,78,0,78,12,4,16,90,4,94
Chemung,Elmira City PD,2012,79,0,79,12,4,16,91,4,95
Chemung,Elmira City PD,2013,77,0,77,12,4,16,89,4,93
Chemung,Elmira City PD,2014,77,0,77,12,4,16,89,4,93
Chemung,Elmira City PD,2015,72,0,72,11,4,15,83,4,87
Chemung,Elmira City PD,2016,0,0,0,0,0,0,0,0,0
Chemung,Elmira City PD,2017,0,0,0,0,0,0,0,0,0
Chemung,Elmira Heights Vg PD,2007,10,0,10,0,0,0,10,0,10
Chemung,Elmira Heights Vg PD,2008,10,0,10,0,0,0,10,0,10
Chemung,Elmira Heights Vg PD,2009,9,0,9,0,0,0,9,0,9
Chemung,Elmira Heights Vg PD,2010,9,0,9,0,0,0,9,0,9
Chemung,Elmira Heights Vg PD,2011,9,0,9,0,0,0,9,0,9
Chemung,Elmira Heights Vg PD,2012,9,0,9,0,0,0,9,0,9
Chemung,Elmira Heights Vg PD,2013,9,0,9,0,0,0,9,0,9
Chemung,Elmira Heights Vg PD,2014,10,0,10,0,0,0,10,0,10
Chemung,Elmira Heights Vg PD,2015,10,0,10,0,0,0,10,0,10
Chemung,Elmira Heights Vg PD,2016,10,0,10,0,0,0,10,0,10
Chemung,Elmira Heights Vg PD,2017,9,0,9,0,0,0,9,0,9
Chemung,Horseheads Vg PD,2007,12,0,12,2,8,10,14,8,22
Chemung,Horseheads Vg PD,2008,13,0,13,2,7,9,15,7,22
Chemung,Horseheads Vg PD,2009,13,0,13,1,6,7,14,6,20
Chemung,Horseheads Vg PD,2010,13,0,13,1,5,6,14,5,19
Chemung,Horseheads Vg PD,2011,13,0,13,0,3,3,13,3,16
Chemung,Horseheads Vg PD,2012,13,0,13,0,5,5,13,5,18
Chemung,Horseheads Vg PD,2013,10,0,10,0,4,4,10,4,14
Chemung,Horseheads Vg PD,2014,9,0,9,0,2,2,9,2,11
Chemung,Horseheads Vg PD,2015,10,0,10,0,2,2,10,2,12
Chemung,Horseheads Vg PD,2016,10,5,15,0,2,2,10,7,17
Chemung,Horseheads Vg PD,2017,0,0,0,0,0,0,0,0,0
Chemung,Elmira Town PD,2007,2,5,7,0,0,0,2,5,7
Chemung,Elmira Town PD,2008,4,4,8,0,0,0,4,4,8
Chemung,Elmira Town PD,2009,4,4,8,0,0,0,4,4,8
Chemung,Elmira Town PD,2010,3,3,6,0,0,0,3,3,6
Chemung,Elmira Town PD,2011,4,3,7,0,3,3,4,6,10
Chemung,Elmira Town PD,2012,4,3,7,0,0,0,4,3,7
Chemung,Elmira Town PD,2013,4,3,7,0,0,0,4,3,7
Chemung,Elmira Town PD,2014,4,3,7,0,0,0,4,3,7
Chemung,Elmira Town PD,2015,4,3,7,0,0,0,4,3,7
Chemung,Elmira Town PD,2016,4,5,9,0,2,2,4,7,11
Chemung,Elmira Town PD,2017,4,4,8,0,0,0,4,4,8
Chenango,Chenango County Sheriff,2007,24,1,25,6,0,6,30,1,31
Chenango,Chenango County Sheriff,2008,24,1,25,25,12,37,49,13,62
Chenango,Chenango County Sheriff,2009,24,2,26,17,7,24,41,9,50
Chenango,Chenango County Sheriff,2010,23,3,26,15,7,22,38,10,48
Chenango,Chenango County Sheriff,2011,24,3,27,15,7,22,39,10,49
Chenango,Chenango County Sheriff,2012,24,3,27,15,7,22,39,10,49
Chenango,Chenango County Sheriff,2013,23,3,26,14,8,22,37,11,48
Chenango,Chenango County Sheriff,2014,24,3,27,0,0,0,24,3,27
Chenango,Chenango County Sheriff,2015,25,4,29,0,0,0,25,4,29
Chenango,Chenango County Sheriff,2016,0,0,0,0,0,0,0,0,0
Chenango,Chenango County Sheriff,2017,0,0,0,0,0,0,0,0,0
Chenango,Afton Vg PD,2007,0,8,8,0,0,0,0,8,8
Chenango,Afton Vg PD,2008,0,0,0,0,0,0,0,0,0
Chenango,Afton Vg PD,2009,0,0,0,0,0,0,0,0,0
Chenango,Afton Vg PD,2010,0,7,7,0,0,0,0,7,7
Chenango,Afton Vg PD,2011,0,0,0,0,0,0,0,0,0
Chenango,Afton Vg PD,2012,0,0,0,0,0,0,0,0,0
Chenango,Afton Vg PD,2013,0,6,6,0,0,0,0,6,6
Chenango,Afton Vg PD,2014,0,4,4,0,0,0,0,4,4
Chenango,Afton Vg PD,2015,0,6,6,0,0,0,0,6,6
Chenango,Afton Vg PD,2016,0,5,5,0,0,0,0,5,5
Chenango,Afton Vg PD,2017,0,5,5,0,0,0,0,5,5
Chenango,Bainbridge Vg PD,2007,0,0,0,0,0,0,0,0,0
Chenango,Bainbridge Vg PD,2008,0,6,6,0,0,0,0,6,6
Chenango,Bainbridge Vg PD,2009,0,0,0,0,0,0,0,0,0
Chenango,Bainbridge Vg PD,2010,0,6,6,0,0,0,0,6,6
Chenango,Bainbridge Vg PD,2011,0,0,0,0,0,0,0,0,0
Chenango,Bainbridge Vg PD,2012,0,0,0,0,0,0,0,0,0
Chenango,Bainbridge Vg PD,2013,0,0,0,0,0,0,0,0,0
Chenango,Bainbridge Vg PD,2014,0,0,0,0,0,0,0,0,0
Chenango,Bainbridge Vg PD,2015,0,7,7,0,0,0,0,7,7
Chenango,Bainbridge Vg PD,2016,0,7,7,0,0,0,0,7,7
Chenango,Bainbridge Vg PD,2017,0,7,7,0,0,0,0,7,7
Chenango,Greene Vg PD,2007,1,5,6,1,0,1,2,5,7
Chenango,Greene Vg PD,2008,1,6,7,0,1,1,1,7,8
Chenango,Greene Vg PD,2009,1,2,3,0,1,1,1,3,4
Chenango,Greene Vg PD,2010,1,3,4,0,1,1,1,4,5
Chenango,Greene Vg PD,2011,1,3,4,0,1,1,1,4,5
Chenango,Greene Vg PD,2012,1,3,4,0,1,1,1,4,5
Chenango,Greene Vg PD,2013,1,3,4,0,1,1,1,4,5
Chenango,Greene Vg PD,2014,1,3,4,0,1,1,1,4,5
Chenango,Greene Vg PD,2015,1,3,4,0,1,1,1,4,5
Chenango,Greene Vg PD,2016,1,5,6,0,1,1,1,6,7
Chenango,Greene Vg PD,2017,1,4,5,0,1,1,1,5,6
Chenango,Norwich City PD,2007,18,0,18,1,5,6,19,5,24
Chenango,Norwich City PD,2008,19,0,19,1,4,5,20,4,24
Chenango,Norwich City PD,2009,19,0,19,1,1,2,20,1,21
Chenango,Norwich City PD,2010,20,0,20,1,4,5,21,4,25
Chenango,Norwich City PD,2011,19,0,19,0,3,3,19,3,22
Chenango,Norwich City PD,2012,19,0,19,0,4,4,19,4,23
Chenango,Norwich City PD,2013,19,0,19,0,4,4,19,4,23
Chenango,Norwich City PD,2014,20,0,20,0,2,2,20,2,22
Chenango,Norwich City PD,2015,20,0,20,0,1,1,20,1,21
Chenango,Norwich City PD,2016,20,0,20,0,1,1,20,1,21
Chenango,Norwich City PD,2017,17,0,17,0,1,1,17,1,18
Chenango,Oxford Vg PD,2007,1,4,5,0,0,0,1,4,5
Chenango,Oxford Vg PD,2008,1,5,6,0,0,0,1,5,6
Chenango,Oxford Vg PD,2009,1,2,3,0,0,0,1,2,3
Chenango,Oxford Vg PD,2010,1,5,6,0,0,0,1,5,6
Chenango,Oxford Vg PD,2011,1,5,6,0,0,0,1,5,6
Chenango,Oxford Vg PD,2012,1,5,6,0,0,0,1,5,6
Chenango,Oxford Vg PD,2013,1,5,6,0,0,0,1,5,6
Chenango,Oxford Vg PD,2014,1,5,6,0,0,0,1,5,6
Chenango,Oxford Vg PD,2015,1,7,8,0,1,1,1,8,9
Chenango,Oxford Vg PD,2016,0,0,0,0,0,0,0,0,0
Chenango,Oxford Vg PD,2017,0,0,0,0,0,0,0,0,0
Chenango,Sherburne Vg PD,2007,0,7,7,0,0,0,0,7,7
Chenango,Sherburne Vg PD,2008,0,7,7,0,0,0,0,7,7
Chenango,Sherburne Vg PD,2009,0,6,6,0,0,0,0,6,6
Chenango,Sherburne Vg PD,2010,0,7,7,0,1,1,0,8,8
Chenango,Sherburne Vg PD,2011,0,8,8,0,1,1,0,9,9
Chenango,Sherburne Vg PD,2012,0,7,7,0,1,1,0,8,8
Chenango,Sherburne Vg PD,2013,0,7,7,0,1,1,0,8,8
Chenango,Sherburne Vg PD,2014,0,7,7,0,0,0,0,7,7
Chenango,Sherburne Vg PD,2015,0,11,11,0,0,0,0,11,11
Chenango,Sherburne Vg PD,2016,0,10,10,0,0,0,0,10,10
Chenango,Sherburne Vg PD,2017,0,9,9,0,0,0,0,9,9
Chenango,New Berlin Town PD,2007,1,5,6,0,2,2,1,7,8
Chenango,New Berlin Town PD,2008,0,0,0,0,0,0,0,0,0
Chenango,New Berlin Town PD,2009,0,6,6,0,0,0,0,6,6
Chenango,New Berlin Town PD,2010,0,10,10,0,0,0,0,10,10
Chenango,New Berlin Town PD,2011,0,9,9,0,0,0,0,9,9
Chenango,New Berlin Town PD,2012,0,9,9,0,0,0,0,9,9
Chenango,New Berlin Town PD,2013,1,8,9,0,0,0,1,8,9
Chenango,New Berlin Town PD,2014,2,9,11,0,0,0,2,9,11
Chenango,New Berlin Town PD,2015,2,8,10,0,0,0,2,8,10
Chenango,New Berlin Town PD,2016,2,8,10,0,0,0,2,8,10
Chenango,New Berlin Town PD,2017,1,10,11,0,0,0,1,10,11
Clinton,Clinton County Sheriff,2007,20,2,22,0,2,2,20,4,24
